participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
SW-2766,25,SUNWAY,19.290896646132786,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,Cantonese,80,English,70,Bahasa Melayu,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,Yes,Yes,No,3,73.33333333333333,Same,Same
SW-2767,26,SUNWAY,19.20328542094456,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Left,No,Chinese,Yes,Chinese,Chinese,100,Chinese,80,English,70,Malay,10,Korean,10,Hokkien,10,Cantonese,NA,NA,Vernacular,No,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,2,75,Same,Same
SW-2768,26,SUNWAY,19.145790554414784,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,60,English,80,Bahasa Melayu,100,Hokkien,40,Korean,20,Japanese,NA,NA,Vernacular,No,Yes,No,Yes,8,No,Yes,Yes,Yes,3,73.33333333333333,Same,Same
SW-2769,42,SUNWAY,19.277207392197127,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,English,Yes,Chinese,Chinese,100,Chinese,20,Malay,100,Cantonese,NA,Teow Chew,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,NA,NA,Different,Different
SW-2770,41,SUNWAY,19.526351813826146,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,20,Malay,50,English,80,Cantonese,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,4,No,Yes,Yes,Yes,2,65,Same,Same
SW-2772,34,SUNWAY,19.058179329226558,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,30,Malay,70,Cantonese,10,Korean,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,9,No,Yes,Yes,No,2,75,Same,Same
SW-2773,20,SUNWAY,19.293634496919918,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,100,chinese,100,english,70,malay,80,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,No,Yes,Yes,2,75,Same,Same
SW-2775,51,SUNWAY,19.96779661016949,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,60,English,60,Malay,50,Hainanese,20,Hokkien,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,No,Yes,No,3,56.666666666666664,Same,Same
SW-2776,24,SUNWAY,19.405886379192335,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,50,English,50,Malay,50,Cantonese,50,Hokkien,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,5,No,Yes,Yes,Yes,4,50,Same,Same
SW-2777,34,SUNWAY,19.515400410677618,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,50,Hokkien,100,English,90,Mandrin,30,Malay,0,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,6,No,Yes,Yes,No,2,70,Different,Different
SW-2779,26,SUNWAY,20.501694915254237,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,English,English,50,Cantonese,20,Mandarin,10,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,Yes,No,7,No,Yes,Yes,No,1,50,Same,Same
UN-0443,60,SUNWAY,18.822724161533195,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,Chinese,70,Malay,80,Hakka,60,Cantonese,30,French,20,Korean,NA,NA,Public,Yes,Yes,No,Yes,10,No,Yes,Yes,No,4,75,Different,Different
UM-1529,58,SUNWAY,21.337398879900434,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Right,No,English,Yes,Chinese,Chinese,40,Malay,60,Mandarin,50,Cantonese,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,No,9,No,Yes,Yes,Yes,2,55,Different,Different
UM-1547,57,SUNWAY,23.37577002053388,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Left,No,NA,Yes,Chinese,Chinese,100,Chinese,70,English,50,Malay,20,Hokkien,30,Cantonese,0,NA,NA,NA,Public,Yes,Yes,No,No,8,No,No,Yes,No,2,60,NA,NA
UM-1550,23,SUNWAY,20.945861854387054,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,50,Chinese,80,English,30,Cantonese,30,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,5,No,No,Yes,No,2,65,Different,Different
UM-1556,60,SUNWAY,21.50715619166148,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,English,70,Mandarin,70,Malay,40,Hokkien,40,Cantonese,30,Spanish,20,Japanese,Vernacular,Yes,Yes,No,No,9,No,No,Yes,Yes,3,76.66666666666667,Different,Different
UM-1557,17,SUNWAY,22.364761904761906,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,80,English,90,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,2,85,Different,Different
UM-1558,24,SUNWAY,20.874673304293715,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,No,No,Yes,3,No,Yes,Yes,Yes,NA,NA,Same,Same
UP-2503,19,UPM,22.401095140314855,Female,Malaysian,Malay,Junior/Third Year,Education,No,Right,No,Malay,Yes,Malay,English,80,english,40,ARABIC,40,FRANCE,0,-,0,-,NA,-,NA,-,Public,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,1,80,Same,Different
UP-2505,9,UPM,22.579055441478438,Male,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,English,0,Japanese,10,German,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,Yes,3,No,Yes,Yes,Yes,1,90,Different,Different
UP-2508,19,UPM,23.23340177960301,Female,Malaysian,Malay,Junior/Third Year,Education,No,Left,No,Malay,Yes,Malay,Malay,100,English,50,NA,NA,NA,NA,NA,100,NA,40,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,NA,NA,Same,Same
UP-2511,18,UPM,23.417478917971746,Male,Malaysian,Malay,Junior/Third Year,Education,NA,Left,Yes,Malay,Yes,Malay,Malay,100,Malay,80,English,0,NA,0,NA,0,NA,NA,NA,0,NA,Public,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,1,80,Same,Same
UP-2513,58,UPM,21.743214285714288,Male,Malaysian,Indian,Junior/Third Year,Education,"Yes, mother only",Right,No,Malay,Yes,English,English,100,Bahasa Malaysia,80,English language,50,Tamil,20,Hindi,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,No,No,Yes,Yes,2,65,Different,Different
UP-2552,20,UPM,21.55702380952381,Male,Malaysian,Malay,Junior/Third Year,Education,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,100,Malay Language,70,English Language,0,NA,0,NA,NA,NA,NA,NA,0,NA,Public,Yes,Yes,No,Yes,5,No,Yes,Yes,No,1,70,Same,Same
UP-2553,21,UPM,22.71047227926078,Male,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,Malay,90,English,50,Arabic,20,French,NA,NA,NA,NA,100,NA,Religious,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,3,76.66666666666667,Different,Different
UP-2556,20,UPM,22.027976190476192,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,Malay,90,English,10,French,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes,1,90,Different,Same
UP-2558,19,UPM,22.754277891854894,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, father only",Right,No,Malay,Yes,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,Different,Different
UP-2559,18,UPM,22.767967145790553,Female,Malaysian,Indian,Junior/Third Year,Education,No,Right,No,Malay,Yes,Chinese,Chinese,100,Punjabi,100,Bm,100,English,70,Chinese,NA,NA,0,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,1,70,Different,Different
SW-2104,60,SUNWAY,18.89664613278576,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,English,English,100,English,90,Chinese,50,Cantonese,10,Malay,NA,NA,NA,NA,NA,NA,Private,No,No,Yes,Yes,8,No,Yes,Yes,Yes,2,70,Same,Same
SW-2106,20,SUNWAY,20.75420037336652,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,50,English,10,Malay,100,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,No,Yes,Yes,1,50,Same,Same
SW-2239,15,SUNWAY,21.178593652769134,Female,Malaysian,Malay,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,English,English,50,Malay,70,Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,No,No,Yes,5,No,Yes,Yes,No,2,60,Same,Same
SW-2241,21,SUNWAY,20.214211212516297,Female,Malaysian,Indian,Freshman/First Year,Psychology,No,Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,6,No,No,Yes,No,NA,NA,Same,Same
SW-2267,21,SUNWAY,22.474285714285713,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Right,No,English,Yes,English,English,80,English,70,Malay,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,Yes,Yes,No,2,75,Same,Same
SW-2269,60,SUNWAY,21.271686372121966,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,60,Malay,80,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,No,Yes,Yes,2,70,Same,Same
SW-2706,20,SUNWAY,18.20867560167171,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,Chinese,Chinese,60,Chinese,20,Malay,40,Cantonese,80,English,60,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,2,70,Different,Different
SW-2713,16,SUNWAY,19.68788501026694,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,2,No,No,Yes,No,NA,NA,Same,Same
SW-2724,18,SUNWAY,18.296296296296298,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,80,English,60,Malay,80,hakka,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,5,No,Yes,Yes,Yes,3,73.33333333333333,Same,Same
SW-2733,56,SUNWAY,19.353867214236825,Female,Malaysian,Indian,Freshman/First Year,Psychology,NA,Right,No,NA,Yes,Malay,Malay,100,BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,Yes,Yes,Yes,NA,NA,NA,NA
SW-2745,22,SUNWAY,18.86652977412731,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,70,Malay,60,Hokkien,60,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,Yes,Yes,Yes,4,67.5,Same,Same
SW-2748,18,SUNWAY,20.9869321717486,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,English,English,30,Japanese,50,Malay,30,Hokkien,30,Cantonese,0,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,Yes,1,50,Different,Different
SW-2749,19,SUNWAY,21.732261904761906,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,English,Yes,English,English,100,English,40,Malay,30,Cantonese,NA,NA,0,NA,0,NA,100,NA,Public,No,Yes,No,Yes,5,No,No,No,No,NA,NA,Same,Same
SW-2751,24,SUNWAY,19.50171115674196,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,60,Malay,40,Chinese,30,Cantonese,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,9,No,No,No,Yes,1,60,Different,Different
SW-2753,21,SUNWAY,18.784394250513348,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Chinese,Yes,Chinese,Chinese,100,English,50,Malay,80,Cantonese,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes,2,65,Same,Same
SW-2754,13,SUNWAY,22.329166666666666,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Unspecified,Chinese,80,Chinese,60,English,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,6,No,No,Yes,Yes,3,63.333333333333336,Different,Same
SW-2771,59,SUNWAY,20.50717079530639,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,80,Bahasa Malaysia,20,Mandarin,60,Hokkien,40,Teochew,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,Yes,Yes,No,2,70,Same,Same
SW-2774,20,SUNWAY,18.7378507871321,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,English,70,Chinese,50,Cantonese,60,Malay,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,4,No,Yes,Yes,No,4,67.5,Different,Different
SW-2778,60,SUNWAY,19.364818617385353,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,80,Malay,30,Chinese,30,Cantonese,10,Hakka,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,10,No,No,Yes,No,1,80,Same,Same
SW-2801,59,SUNWAY,19.080082135523615,Female,Malaysian,Chinese,Freshman/First Year,NA,"Yes, both parents",Right,No,Chinese,Yes,Chinese,English,60,English,60,Malay,50,NA,NA,NA,100,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,No,Yes,Yes,2,60,Same,Different
SW-2802,60,SUNWAY,19.537303216974674,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,60,Cantonese,60,Hokkien,20,Korean,0,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,Yes,Yes,No,4,65,Same,Same
SW-2809,58,SUNWAY,16.943109218132037,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Left,No,Chinese,Yes,Unspecified,Unspecified,70,Cantonese,70,English,70,Malay,80,Chinese,60,Hakka,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,5,70,Different,Different
SW-2810,60,SUNWAY,21.572868699439947,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,Yes,Chinese,Yes,Chinese,Chinese,80,Chinese,80,Cantonese,70,English,60,Bm,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,Yes,Yes,4,72.5,Same,Same
SW-2813,58,SUNWAY,19.509924709103355,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,70,Malay,70,Hakka,70,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,9,No,Yes,Yes,No,4,70,Same,Same
SW-2815,58,SUNWAY,19.055441478439427,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,50,English,40,Malay,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,10,No,No,Yes,No,1,50,Same,Same
SW-2819,59,SUNWAY,19.315537303216974,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,100,English,20,Bahasa Melayu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,10,No,Yes,Yes,Yes,NA,NA,Same,Same
SW-2832,60,SUNWAY,19.039014373716633,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,Yes,English,Yes,English,English,60,Malay,20,Mandarin,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,10,No,Yes,Yes,No,1,60,Same,Same
SW-2836,59,SUNWAY,18.94318959616701,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,60,Chinese,80,Bahasa Malaysia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,7,No,Yes,Yes,No,2,70,Different,Different
SW-2842,18,SUNWAY,19.340177960301162,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,NA,Left,No,Msia Indian Languages,Yes,Tamil,Tamil,90,English,80,Malay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,2,85,Different,Different
SW-2846,59,SUNWAY,20.57561929595828,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,No,Right,No,Malay,Yes,Chinese,Malay,100,English,70,Tamil,20,Malayalam,100,Malay,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,9,No,Yes,Yes,Yes,1,70,Different,Same
SW-2847,60,SUNWAY,20.73168187744459,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,English,60,Malay,30,Hokkien,30,Cantonese,10,Korean,10,Japanese,0,NA,Vernacular,No,Yes,No,Yes,8,No,No,Yes,Yes,1,60,Same,Same
SW-2849,60,SUNWAY,19.910299869621902,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,70,Malay,90,English,50,Cantonese,30,Hokkien,30,Korean,10,Thai,0,NA,Vernacular,Yes,Yes,Yes,Yes,9,No,Yes,Yes,No,3,70,Same,Same
SW-2854,33,SUNWAY,20.18683181225554,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,English,Chinese,80,Cantonese,80,Mandarin,80,English,60,Malay,80,Japanese,20,Korean,NA,NA,Public,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,5,76,Different,Same
SW-2855,20,SUNWAY,20.03076923076923,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,No,Right,No,English,Yes,English,English,70,Malay,50,Thai,20,French,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,5,No,Yes,Yes,Yes,2,60,Same,Same
UN-0319,17,NOTTINGHAM,17.59750532400365,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,60,English,50,Chinese,70,Cantonese,20,Malay,NA,NA,100,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,3,60,Different,Different
UN-0328,60,NOTTINGHAM,19.644079397672826,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Left,No,Chinese,Yes,Chinese,Chinese,90,English,80,Malay,70,Hokkien,80,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,No,4,80,Same,Same
UN-0343,18,NOTTINGHAM,20.36753585397653,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, mother only",Left,No,Malay,Yes,English,English,100,English,100,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,No,Yes,4,No,Yes,Yes,Yes,NA,NA,Different,Different
UN-0352,18,NOTTINGHAM,17.353818071189533,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,80,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Undisclosed,Yes,Yes,6,No,Yes,Yes,Yes,1,80,Same,Same
UN-0360,26,NOTTINGHAM,26.83915126625599,Male,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,English,Yes,Chinese,Chinese,100,English,30,Chinese,30,Malay,10,Japanese,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,Yes,No,8,Yes,No,No,No,NA,NA,Different,Different
UN-0403,17,NOTTINGHAM,20.47218419415059,Male,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,5,No,Yes,Yes,Yes,NA,NA,Same,Same
UN-0408,21,NOTTINGHAM,20.913005600497822,Male,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, father only",Left,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,7,No,No,Yes,No,NA,NA,Same,Same
UN-0413,19,NOTTINGHAM,19.55373032169747,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,100,English,30,Mandarin,40,Bahasa Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,4,No,Yes,Yes,Yes,NA,NA,Different,Different
UN-0428,59,NOTTINGHAM,18.973305954825463,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,90,English,60,Hakka,30,Hokkien,40,Malay,90,Mandarin,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,3,80,Same,Same
UN-0429,59,NOTTINGHAM,19.57015742642026,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,NA,Yes,English,English,60,Chinese,NA,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,No,10,No,Yes,Yes,No,1,60,NA,NA
SW-2799,38,SUNWAY,19.93767926988266,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,70,Chinese,40,Malay,60,English9,50,Cantonese,60,Fuzhou,90,NA,NA,NA,Public,No,Yes,Yes,Yes,8,No,No,No,Yes,4,60,Same,Same
SW-2868,34,SUNWAY,19.43874058863792,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,hokkien,NA,cantonese,70,english,60,malay,100,chinese,NA,no,0,no,Public,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,3,70,Same,Same
SW-2826,42,SUNWAY,19.06365503080082,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,No,Msia Indian Languages,Yes,Malay,Malay,100,English,100,Malay,20,Mandarin,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,No,Yes,No,NA,NA,Different,Different
SW-2827,41,SUNWAY,20.71251629726206,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,English,Yes,English,English,60,Chinese,50,BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,4,No,No,Yes,No,2,55,Same,Same
SW-2828,38,SUNWAY,19.028062970568104,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,100,Chinese,50,Malay,60,Cantonese,0,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,No,No,3,63.333333333333336,Same,Same
SW-2829,43,SUNWAY,17.167630057803468,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,No,English,Yes,English,Chinese,10,Malay,60,Chinese,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,8,No,No,Yes,Yes,1,60,Same,Different
SW-2830,39,SUNWAY,19.184120465434635,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,English,Yes,Malay,English,10,Chinese,10,Korean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,5,No,No,No,No,NA,NA,Different,Same
SW-2835,39,SUNWAY,20.091003911342895,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,NA,Right,No,Msia Indian Languages,Yes,English,English,100,English,60,Mandarin,70,Spanish,100,Malay,0,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,No,2,65,Different,Different
SW-2837,46,SUNWAY,27.33196440793977,Male,Malaysian,Chinese,Graduate Student,Biomedical Sciences,No,Right,No,English,Yes,English,English,80,Bahasa Malaysia,40,Mandarin,50,Cantonese,0,NA,0,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,2,65,Same,Same
SW-2840,38,SUNWAY,20.885625388923458,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,Yes,Chinese,Yes,Chinese,Chinese,70,Chinese,70,English,60,Cantonese,70,Malay,60,Tagalog,20,Japanese,40,Hokkien,Vernacular,Yes,Yes,No,Yes,7,No,No,Yes,No,5,66,Same,Same
