participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
SW-1717,58,SUNWAY,21.02252644679527,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,NA,Right,No,Chinese,Yes,Chinese,Chinese,80,English,70,Bahasa Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,Yes,No,2,75,Same,Same
SW-1722,48,SUNWAY,21.67417548226509,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,50,Malay,80,Hokkien,50,Cantonese,40,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,Yes,4,62.5,Same,Same
SW-1733,31,SUNWAY,21.329184816428125,Female,Malaysian,Chinese,Junior/Third Year,NA,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,70,Mandarin,40,Malay,30,Hokkien,10,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,No,9,No,No,No,No,1,70,Different,Different
SW-1732,18,SUNWAY,21.307280647168636,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,90,Cantonese,80,English,50,Malay,NA,NA,20,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,6,No,No,No,Yes,4,77.5,Same,Same
SW-1728,56,SUNWAY,23.50444900752909,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,80,English,60,Bahasa Malaysia,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,9,No,No,Yes,Yes,2,70,Same,Same
SW-1727,60,SUNWAY,22.197738095238098,Male,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,90,Hokkien,90,Cantonese,80,Malay,30,Japanese,0,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,No,No,4,87.5,Same,Same
SW-1730,40,SUNWAY,20.87741132545115,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,English,English,90,English,40,Mandarin,30,Bahasa Melayu,70,Cantonese,NA,NA,NA,NA,0,NA,Private,Yes,No,Yes,Yes,4,No,Yes,Yes,Yes,2,80,Same,Same
SW-1729,60,SUNWAY,21.118357187305538,Female,Malaysian,Chinese,Junior/Third Year,Biomedical Sciences,"Yes, both parents",Left,No,English,Yes,Chinese,Chinese,80,mandarin,50,cantonese,60,malay,100,english,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,No,No,3,63.333333333333336,Different,Different
SW-1131,59,SUNWAY,22.40857142857143,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,NA,Yes,Chinese,Chinese,100,Chinese,80,Malay,70,Cantonese,90,English,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,No,No,No,3,80,NA,NA
SW-1749,30,SUNWAY,22.463333333333335,Male,Malaysian,Malay,Senior/Fourth Year,Computer Science/IT,NA,Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,5,No,No,Yes,No,NA,NA,Same,Same
SW-1736,25,SUNWAY,21.285376477909146,Male,Malaysian,Chinese,Graduate Student,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,100,English,50,Chinese,NA,Malay,100,Hakka,100,Cantonese,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,No,1,50,Different,Different
SW-1143,37,SUNWAY,21.504418170504042,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,NA,NA,Same,Same
SW-1102,52,SUNWAY,21.482514001244553,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,70,Chinese,60,Bahasa Melayu,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,Yes,Yes,Yes,2,65,Different,Different
SW-1149,59,SUNWAY,21.660485376477908,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,100,English,80,Malay,NA,NA,100,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,9,No,Yes,Yes,Yes,1,80,Same,Same
SW-1743,44,SUNWAY,21.288114499066584,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Right,No,Chinese,Yes,Chinese,Chinese,50,English,20,Malay,100,Chinese,60,Cantonese,10,Hakka,0,N/A,0,N/A,Vernacular,No,No,No,No,5,No,No,No,No,2,55,Same,Same
UN-0422,32,SUNWAY,22.257976190476192,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Left,No,English,Yes,Chinese,Chinese,50,Malay,60,Mandarin,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,No,2,55,Different,Different
SW-1111,60,SUNWAY,21.786434349719976,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,60,Malay,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,Yes,No,No,Yes,2,75,Same,Same
SW-1109,51,SUNWAY,20.997884256378345,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,English,100,English,40,Mandarin,80,Malay,40,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,1,80,Same,Different
UN-0420,28,SUNWAY,20.836341008089608,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,Chinese,30,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,7,No,No,Yes,No,1,80,Different,Different
SW-1145,40,SUNWAY,21.049906658369633,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,60,Chinese,40,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,Yes,Yes,Yes,1,60,Different,Different
SW-1101,28,SUNWAY,21.750840074673302,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Right,No,English,Yes,English,Chinese,90,English,70,Chinese,60,Malay,0,NA,NA,NA,NA,NA,0,NA,Vernacular,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,3,73.33333333333333,Same,Different
SW-1744,23,SUNWAY,21.99238095238095,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,70,Cantonese,60,Hakka,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,4,67.5,Same,Same
SW-1124,18,SUNWAY,20.71251629726206,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Hokkien,90,English,60,Chinese,50,Cantonese,20,Malay,30,Japanese,0,Korean,Public,Yes,Yes,Yes,Yes,4,No,Yes,No,No,3,66.66666666666667,Same,Same
SW-1735,27,SUNWAY,21.47703795892968,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,Cantonese,80,Mandarin,80,English,50,Malay,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,Yes,No,Yes,Yes,4,75,Same,Same
SW-1112,23,SUNWAY,21.58655880522713,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,80,English,80,Malay,0,-,NA,-,NA,-,NA,-,Vernacular,No,Yes,No,Yes,5,No,No,Yes,Yes,3,80,Same,Same
UN-0421,27,SUNWAY,21.011574362165526,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,100,Cantonese,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,No,No,2,70,Same,Same
UN-0434,23,SUNWAY,21.76726820161792,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, mother only",Right,No,Chinese,Yes,English,Chinese,70,English,20,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,5,No,No,Yes,Yes,1,70,Different,Same
SW-1140,46,SUNWAY,21.052644679527067,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,English,Yes,English,English,80,English,70,Malay,60,Cantonese,NA,NA,90,NA,NA,NA,90,NA,Public,No,Yes,Yes,No,9,No,No,Yes,No,3,70,Same,Same
SW-1150,60,SUNWAY,21.707031736154324,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,70,Malay,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,10,No,No,Yes,No,2,75,Same,Same
SW-1127,56,SUNWAY,20.902053515868076,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,100,Malay,30,Hokkien,20,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,1,70,Same,Same
SW-1747,20,SUNWAY,21.605724953329183,Male,Malaysian,Malay,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,60,Malay,30,Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,No,No,1,60,Different,Different
SW-1156,59,SUNWAY,21.791910392034847,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, mother only",Left,No,Chinese,Yes,Chinese,Chinese,100,Cantonese,40,Malay,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,9,No,Yes,Yes,Yes,NA,NA,Same,Same
SW-1128,46,SUNWAY,22.858316221765914,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Left,No,Chinese,Yes,Chinese,Chinese,70,English,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,No,Yes,2,60,Same,Same
SW-1737,24,SUNWAY,22.00059523809524,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,60,Malay,60,English,NA,Cantonese,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,5,No,No,No,No,2,60,Same,Same
SW-1146,22,SUNWAY,19.869230769230768,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,English,English,40,Mandarin,50,Cantonese,60,Malay,0,NA,90,NA,NA,NA,NA,NA,Private,No,No,Yes,Yes,5,No,Yes,Yes,No,2,55,Same,Same
SW-1118,52,SUNWAY,23.482546201232033,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Left,No,Chinese,Yes,Malay,Malay,90,English,50,Malay,30,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,No,Yes,2,70,Different,Different
SW-1739,15,SUNWAY,21.178593652769134,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,English,Yes,English,English,60,Cantonese,20,Mandarin,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,No,No,Yes,2,No,Yes,Yes,No,2,55,Same,Same
SW-1134,60,SUNWAY,21.425015556938394,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,English,Chinese,80,English,70,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,Yes,2,75,Different,Same
SW-1117,39,SUNWAY,20.57561929595828,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,90,English,80,Cantonese,50,Malay,0,NA,0,NA,NA,NA,Public,No,Yes,No,No,7,No,No,Yes,No,4,77.5,Same,Same
SW-1135,45,SUNWAY,21.605724953329183,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,60,English,60,Malay,70,Hakka,70,Cantonese,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,No,No,Yes,4,65,Same,Same
SW-1734,28,SUNWAY,20.98419415059116,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,Mandarin,80,English,30,Malay,20,Cantonese,10,Hokkien,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,No,2,80,Same,Same
SW-1104,43,SUNWAY,22.676904761904762,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Left,No,Chinese,Yes,Chinese,Chinese,90,Mandarin,80,English,70,Malay,NA,NA,40,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,No,No,3,80,Same,Same
SW-1139,30,SUNWAY,21.726197884256376,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,90,Cantonese,70,Hokkien,40,Malay,20,Japanese,100,Mandarin,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,No,3,80,Same,Same
SW-1158,45,SUNWAY,21.394897324206596,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,80,Cantonese,50,Malay,60,English,30,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,No,No,3,63.333333333333336,Same,Same
SW-1160,30,SUNWAY,21.734411947728685,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,100,English,100,Chinese,50,Malay,80,Cantonese,80,Hakka,40,Japanese,NA,NA,Public,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,3,70,Same,Same
SW-1147,37,SUNWAY,21.490728064716862,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,100,English,90,Malay,100,Cantonese,90,Hokkien,30,Hakka,90,閩南語,Vernacular,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes,2,90,Same,Same
SW-1144,35,SUNWAY,21.13752333540759,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,60,English,60,Chinese,50,Malay,60,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,7,No,No,No,No,4,57.5,Same,Same
SW-1121,22,SUNWAY,21.1457373988799,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,30,Chinese,60,Malay,10,Hakka,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,7,Yes,No,Yes,Yes,2,70,Same,Same
SW-1141,19,SUNWAY,21.707031736154324,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,70,English,50,Hokkien,30,BM,NA,NA,NA,NA,NA,NA,Vernacular,No,No,No,Yes,6,No,No,Yes,Yes,3,66.66666666666667,Same,Same
SW-1120,45,SUNWAY,20.929433727442436,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,NA,Left,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,30,Hokkien,30,Cantonese,NA,NA,0,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,2,70,Same,Same
SW-1129,27,SUNWAY,22.460595238095237,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,40,Chinese,60,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,5,No,No,Yes,No,1,60,Same,Same
SW-1123,23,SUNWAY,20.66870925684485,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,10,Malay,NA,NA,NA,NA,100,NA,NA,NA,100,NA,Vernacular,No,Yes,Yes,No,7,No,No,Yes,No,1,70,Same,Same
SW-1108,35,SUNWAY,22.31547619047619,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,50,Malay,60,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,6,No,No,Yes,Yes,2,55,Same,Same
SW-1750,14,SUNWAY,22.049880952380953,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,English,Yes,English,English,30,Chinese,20,Malay,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,3,No,Yes,Yes,Yes,NA,NA,Same,Same
SW-1731,24,SUNWAY,22.26892857142857,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,80,English,70,Hokkien,80,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,3,No,No,No,Yes,3,76.66666666666667,Same,Same
SW-1119,55,SUNWAY,22.326428571428572,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,70,English,30,Hokkien,10,Teochew,10,Cantonese,10,Malay,10,Japanese,70,Mandarin,Vernacular,Yes,Yes,No,No,10,No,Yes,Yes,Yes,2,70,Same,Same
SW-1155,23,SUNWAY,21.178593652769134,Female,Malaysian,Indian,Junior/Third Year,Computer Science/IT,No,Right,No,Msia Indian Languages,Yes,Malay,Malay,80,English,70,Malay,40,Hindi,0,NA,NA,NA,0,NA,NA,NA,Public,Yes,No,Yes,Yes,5,No,Yes,Yes,Yes,2,75,Different,Different
SW-0607,48,SUNWAY,20.195045632333766,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,NA,Right,No,NA,Yes,Chinese,Chinese,90,English,80,Chinese,60,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,Yes,Yes,Yes,3,76.66666666666667,NA,NA
19062108,27,SUNWAY,22.548214285714288,Female,Malaysian,Indian,Senior/Fourth Year,Computer Science/IT,"Yes, father only",Right,No,Msia Indian Languages,Yes,English,English,100,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,NA,NA,Different,Different
SW-0602,40,SUNWAY,21.40584940883634,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Left,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,9,No,No,No,No,NA,NA,Same,Same
SW-0651,33,SUNWAY,21.60024891101431,Male,Malaysian,Indian,Sophomore/Second Year,Computer Science/IT,NA,Right,Yes,English,Yes,English,English,100,english,80,bahasa,80,tamil,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,5,No,No,Yes,No,2,80,Same,Same
SW-0681,50,SUNWAY,20.65501955671447,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,English,100,Mandarin,90,Cantonese,50,Hokkien,50,Malay,NA,NA,NA,NA,Public,No,Yes,No,Yes,10,No,No,Yes,No,3,63.333333333333336,Same,Same
SW-0606,52,SUNWAY,19.891134289439375,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,70,English,60,Mandarin,40,Japanese,50,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,10,No,No,No,No,3,60,Same,Same
SW-0695,53,SUNWAY,21.244306160547602,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,NA,Yes,Chinese,Chinese,100,cantonese,80,english,50,malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes,2,65,NA,NA
SW-0626,22,SUNWAY,19.38672142368241,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Left,No,English,Yes,English,English,80,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,3,No,Yes,Yes,Yes,1,80,Same,Same
SW-0697,34,SUNWAY,19.529089664613277,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,English,70,Mandarin,30,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes,2,80,Different,Different
SW-1164,21,SUNWAY,19.23066392881588,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Left,No,English,Yes,Chinese,Chinese,90,English,50,Chinese,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,3,63.333333333333336,Different,Different
SW-0652,27,SUNWAY,20.3374185136897,Male,Malaysian,Malay,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,100,malay,80,english,40,arabic,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,7,No,Yes,Yes,No,1,80,Same,Same
SW-0609,58,SUNWAY,22.014285714285716,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,No,Right,No,Chinese,Yes,English,Chinese,50,Cantonese,10,Hokkien,100,English,70,Chinese,50,Malay,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,3,56.666666666666664,Different,Same
SW-0650,26,SUNWAY,17.860930969880386,Male,Malaysian,Indian,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,English,English,60,Malay,30,Tamil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,No,Yes,Yes,9,No,Yes,Yes,Yes,1,60,Same,Same
SW-0682,34,SUNWAY,20.373011734028683,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,6,No,Yes,Yes,No,NA,NA,Same,Same
SW-0688,51,SUNWAY,20.32372881355932,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,80,English,40,Malay,60,Cantonese,40,Hokkien,20,Thai,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,Yes,No,3,76.66666666666667,Same,Same
SW-0649,30,SUNWAY,22.35107142857143,Female,Malaysian,Malay,Sophomore/Second Year,Computer Science/IT,"Yes, mother only",Right,No,English,Yes,English,English,80,English,80,Malay,20,Japanese,NA,N/A,NA,N/A,NA,N/A,NA,N/A,Public,No,Yes,No,Yes,7,No,Yes,Yes,No,2,80,Same,Same
SW-0646,38,SUNWAY,20.69882659713168,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,60,Malay,70,Cantonese,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,No,No,3,73.33333333333333,Same,Same
SW-0624,23,SUNWAY,24.460628627751614,Male,Malaysian,Malay,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,English,English,60,Malay,20,German,10,Arabic,0,NA,NA,NA,NA,NA,NA,NA,Private,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,1,60,Same,Same
SW-0699,47,SUNWAY,21.750840074673302,Male,Malaysian,Chinese,Freshman/First Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,English,100,Chinese,100,English,50,Malay,NA,NA,0,NA,NA,NA,NA,NA,Public,No,Yes,Yes,No,6,No,No,No,Yes,1,50,Same,Different
SW-1742,44,SUNWAY,20.37574967405476,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,70,Malay,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,10,No,No,Yes,No,2,70,Same,Same
SW-0698,27,SUNWAY,20.68787483702738,Male,Malaysian,Chinese,Freshman/First Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,50,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,No,No,Yes,2,70,Same,Same
SW-0635,29,SUNWAY,20.208735332464144,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,60,English,30,Chinese,20,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,7,No,No,Yes,No,1,60,Same,Same
SW-00103,27,SUNWAY,21.90202380952381,Male,Malaysian,Chinese,Freshman/First Year,Computer Science/IT,No,Left,No,Chinese,Yes,Chinese,English,100,Mandarin,100,Cantonese,100,English,NA,NA,NA,NA,NA,NA,0,NA,Vernacular,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,NA,NA,Same,Different
SW-1151,29,SUNWAY,19.72895277207392,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Malay,Malay,90,English,30,Malay,50,Cantonese,100,NA,NA,NA,50,NA,NA,NA,Public,No,Yes,No,Yes,5,No,Yes,Yes,Yes,2,70,Different,Different
